div,season,phase,date,home,away,fh,fa
NOR,2025,regular,,KFUM Oslo,Rosenborg,4,1
NOR,2025,regular,,KFUM Oslo,Sandefjord,3,1
NOR,2025,regular,,KFUM Oslo,Sarpsborg 08,1,3
NOR,2025,regular,,KFUM Oslo,Strømsgodset,5,0
NOR,2025,regular,,KFUM Oslo,Tromsø,1,3
NOR,2025,regular,,KFUM Oslo,Viking,2,2
NOR,2025,regular,,KFUM Oslo,Vålerenga,0,1
NOR,2025,regular,,Kristiansund,Bodø/Glimt,1,1
NOR,2025,regular,,Kristiansund,Brann,2,2
NOR,2025,regular,,Kristiansund,Bryne,2,1
NOR,2025,regular,,Kristiansund,Fredrikstad,0,1
NOR,2025,regular,,Kristiansund,HamKam,1,3
NOR,2025,regular,,Kristiansund,Haugesund,2,0
NOR,2025,regular,,Kristiansund,KFUM Oslo,0,5
NOR,2025,regular,,Kristiansund,Molde,2,1
NOR,2025,regular,,Kristiansund,Rosenborg,4,1
NOR,2025,regular,,Kristiansund,Sandefjord,2,2
NOR,2025,regular,,Kristiansund,Sarpsborg 08,0,0
NOR,2025,regular,,Kristiansund,Strømsgodset,2,1
NOR,2025,regular,,Kristiansund,Tromsø,1,3
NOR,2025,regular,,Kristiansund,Viking,0,1
NOR,2025,regular,,Kristiansund,Vålerenga,0,2
NOR,2025,regular,,Molde,Bodø/Glimt,2,2
NOR,2025,regular,,Molde,Brann,4,0
NOR,2025,regular,,Molde,Bryne,2,0
NOR,2025,regular,,Molde,Fredrikstad,1,2
NOR,2025,regular,,Molde,HamKam,1,0
NOR,2025,regular,,Molde,Haugesund,2,1
NOR,2025,regular,,Molde,KFUM Oslo,2,3
NOR,2025,regular,,Molde,Kristiansund,0,1
NOR,2025,regular,,Molde,Rosenborg,4,2
NOR,2025,regular,,Molde,Sandefjord,1,3
NOR,2025,regular,,Molde,Sarpsborg 08,0,2
NOR,2025,regular,,Molde,Strømsgodset,4,1
NOR,2025,regular,,Molde,Tromsø,2,0
NOR,2025,regular,,Molde,Viking,0,1
NOR,2025,regular,,Molde,Vålerenga,4,1
NOR,2025,regular,,Rosenborg,Bodø/Glimt,1,1
NOR,2025,regular,,Rosenborg,Brann,2,3
NOR,2025,regular,,Rosenborg,Bryne,3,0
NOR,2025,regular,,Rosenborg,Fredrikstad,1,0
NOR,2025,regular,,Rosenborg,HamKam,2,0
NOR,2025,regular,,Rosenborg,Haugesund,1,0
NOR,2025,regular,,Rosenborg,KFUM Oslo,1,1
NOR,2025,regular,,Rosenborg,Kristiansund,1,1
NOR,2025,regular,,Rosenborg,Molde,0,0
NOR,2025,regular,,Rosenborg,Sandefjord,1,1
NOR,2025,regular,,Rosenborg,Sarpsborg 08,2,3
NOR,2025,regular,,Rosenborg,Strømsgodset,6,0
NOR,2025,regular,,Rosenborg,Tromsø,4,1
NOR,2025,regular,,Rosenborg,Viking,1,1
NOR,2025,regular,,Rosenborg,Vålerenga,1,0
NOR,2025,regular,,Sandefjord,Bodø/Glimt,1,2
NOR,2025,regular,,Sandefjord,Brann,0,3
NOR,2025,regular,,Sandefjord,Bryne,1,0
NOR,2025,regular,,Sandefjord,Fredrikstad,0,0
