div,season,phase,date,home,away,fh,fa
DEN,2025-26,regular,,AGF,Brøndby,1,0
DEN,2025-26,regular,,AGF,Copenhagen,2,0
DEN,2025-26,regular,,AGF,Fredericia,4,1
DEN,2025-26,regular,,AGF,Midtjylland,0,0
DEN,2025-26,regular,,AGF,Nordsjælland,1,0
DEN,2025-26,regular,,AGF,OB,2,1
DEN,2025-26,regular,,AGF,Randers,1,2
DEN,2025-26,regular,,AGF,Silkeborg,3,1
DEN,2025-26,regular,,AGF,Sønderjyske,2,3
DEN,2025-26,regular,,AGF,Vejle,1,0
DEN,2025-26,regular,,AGF,Viborg,5,2
DEN,2025-26,regular,,Brøndby,AGF,3,3
DEN,2025-26,regular,,Brøndby,Copenhagen,2,1
DEN,2025-26,regular,,Brøndby,Fredericia,1,3
DEN,2025-26,regular,,Brøndby,Midtjylland,1,3
DEN,2025-26,regular,,Brøndby,Nordsjælland,2,0
DEN,2025-26,regular,,Brøndby,OB,5,1
DEN,2025-26,regular,,Brøndby,Randers,0,0
DEN,2025-26,regular,,Brøndby,Silkeborg,3,0
DEN,2025-26,regular,,Brøndby,Sønderjyske,0,0
DEN,2025-26,regular,,Brøndby,Vejle,2,1
DEN,2025-26,regular,,Brøndby,Viborg,0,2
DEN,2025-26,regular,,Copenhagen,AGF,2,3
DEN,2025-26,regular,,Copenhagen,Brøndby,1,0
DEN,2025-26,regular,,Copenhagen,Fredericia,3,2
DEN,2025-26,regular,,Copenhagen,Midtjylland,1,1
DEN,2025-26,regular,,Copenhagen,Nordsjælland,1,2
DEN,2025-26,regular,,Copenhagen,OB,1,1
DEN,2025-26,regular,,Copenhagen,Randers,1,2
DEN,2025-26,regular,,Copenhagen,Silkeborg,3,3
DEN,2025-26,regular,,Copenhagen,Sønderjyske,0,2
DEN,2025-26,regular,,Copenhagen,Vejle,2,0
DEN,2025-26,regular,,Copenhagen,Viborg,0,0
DEN,2025-26,regular,,Fredericia,AGF,1,1
DEN,2025-26,regular,,Fredericia,Brøndby,0,2
DEN,2025-26,regular,,Fredericia,Copenhagen,0,2
DEN,2025-26,regular,,Fredericia,Midtjylland,0,4
DEN,2025-26,regular,,Fredericia,Nordsjælland,2,3
DEN,2025-26,regular,,Fredericia,OB,1,3
DEN,2025-26,regular,,Fredericia,Randers,1,0
DEN,2025-26,regular,,Fredericia,Silkeborg,2,1
DEN,2025-26,regular,,Fredericia,Sønderjyske,3,2
DEN,2025-26,regular,,Fredericia,Vejle,1,1
DEN,2025-26,regular,,Fredericia,Viborg,0,3
DEN,2025-26,regular,,Midtjylland,AGF,1,1
DEN,2025-26,regular,,Midtjylland,Brøndby,0,0
DEN,2025-26,regular,,Midtjylland,Copenhagen,2,1
DEN,2025-26,regular,,Midtjylland,Fredericia,3,3
DEN,2025-26,regular,,Midtjylland,Nordsjælland,6,0
DEN,2025-26,regular,,Midtjylland,OB,3,3
DEN,2025-26,regular,,Midtjylland,Randers,2,1
DEN,2025-26,regular,,Midtjylland,Silkeborg,4,2
DEN,2025-26,regular,,Midtjylland,Sønderjyske,6,2
DEN,2025-26,regular,,Midtjylland,Vejle,5,1
DEN,2025-26,regular,,Midtjylland,Viborg,2,0
DEN,2025-26,regular,,Nordsjælland,AGF,1,2
DEN,2025-26,regular,,Nordsjælland,Brøndby,0,1
DEN,2025-26,regular,,Nordsjælland,Copenhagen,1,3
DEN,2025-26,regular,,Nordsjælland,Fredericia,5,0
DEN,2025-26,regular,,Nordsjælland,Midtjylland,1,0
DEN,2025-26,regular,,Nordsjælland,OB,2,4
DEN,2025-26,regular,,Nordsjælland,Randers,1,0
DEN,2025-26,regular,,Nordsjælland,Silkeborg,5,0
DEN,2025-26,regular,,Nordsjælland,Sønderjyske,2,1
DEN,2025-26,regular,,Nordsjælland,Vejle,3,3
DEN,2025-26,regular,,Nordsjælland,Viborg,1,0
DEN,2025-26,regular,,OB,AGF,1,5
DEN,2025-26,regular,,OB,Brøndby,1,4
DEN,2025-26,regular,,OB,Copenhagen,2,2
DEN,2025-26,regular,,OB,Fredericia,3,2
DEN,2025-26,regular,,OB,Midtjylland,1,4
DEN,2025-26,regular,,OB,Nordsjælland,1,2
DEN,2025-26,regular,,OB,Randers,3,2
DEN,2025-26,regular,,OB,Silkeborg,1,1
DEN,2025-26,regular,,OB,Sønderjyske,1,1
DEN,2025-26,regular,,OB,Vejle,3,0
DEN,2025-26,regular,,OB,Viborg,3,1
DEN,2025-26,regular,,Randers,AGF,1,2
DEN,2025-26,regular,,Randers,Brøndby,0,2
DEN,2025-26,regular,,Randers,Copenhagen,1,5
DEN,2025-26,regular,,Randers,Fredericia,1,2
DEN,2025-26,regular,,Randers,Midtjylland,0,2
DEN,2025-26,regular,,Randers,Nordsjælland,3,0
DEN,2025-26,regular,,Randers,OB,0,0
DEN,2025-26,regular,,Randers,Silkeborg,1,0
DEN,2025-26,regular,,Randers,Sønderjyske,0,0
DEN,2025-26,regular,,Randers,Vejle,2,0
DEN,2025-26,regular,,Randers,Viborg,2,1
DEN,2025-26,regular,,Silkeborg,AGF,0,2
DEN,2025-26,regular,,Silkeborg,Brøndby,0,2
DEN,2025-26,regular,,Silkeborg,Copenhagen,3,1
DEN,2025-26,regular,,Silkeborg,Fredericia,0,2
DEN,2025-26,regular,,Silkeborg,Midtjylland,0,4
DEN,2025-26,regular,,Silkeborg,Nordsjælland,4,2
DEN,2025-26,regular,,Silkeborg,OB,2,1
DEN,2025-26,regular,,Silkeborg,Randers,0,0
DEN,2025-26,regular,,Silkeborg,Sønderjyske,0,2
DEN,2025-26,regular,,Silkeborg,Vejle,1,1
DEN,2025-26,regular,,Silkeborg,Viborg,0,1
DEN,2025-26,regular,,Sønderjyske,AGF,1,1
DEN,2025-26,regular,,Sønderjyske,Brøndby,2,0
DEN,2025-26,regular,,Sønderjyske,Copenhagen,1,2
DEN,2025-26,regular,,Sønderjyske,Fredericia,3,0
DEN,2025-26,regular,,Sønderjyske,Midtjylland,2,1
DEN,2025-26,regular,,Sønderjyske,Nordsjælland,3,2
DEN,2025-26,regular,,Sønderjyske,OB,1,0
DEN,2025-26,regular,,Sønderjyske,Randers,0,1
DEN,2025-26,regular,,Sønderjyske,Silkeborg,2,1
DEN,2025-26,regular,,Sønderjyske,Vejle,2,1
DEN,2025-26,regular,,Sønderjyske,Viborg,2,2
DEN,2025-26,regular,,Vejle,AGF,1,2
DEN,2025-26,regular,,Vejle,Brøndby,2,1
DEN,2025-26,regular,,Vejle,Copenhagen,2,0
DEN,2025-26,regular,,Vejle,Fredericia,2,3
DEN,2025-26,regular,,Vejle,Midtjylland,0,2
DEN,2025-26,regular,,Vejle,Nordsjælland,0,3
DEN,2025-26,regular,,Vejle,OB,4,0
DEN,2025-26,regular,,Vejle,Randers,1,1
